Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
203722003	Red Dragon	1	Hopkins, Anthony	Actor			Universal Pictures Home Entertainment (2010), Edition: Collector's Edition	2003					Red Dragon by Anthony Hopkins (2003)	DVD	7.5 x 0.5 inches	0.2 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	English, Spanish	English	PN1997.2 .R433	[0783268807]	0783268807, 9780783268804		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			1998803				
203722019	War of the Worlds	1	Cruise, Tom	Actor			Dreamworks Video (2005)	2005		5			War of the Worlds by Tom Cruise (2005)	DVD	7.5 x 0.5 inches	0.25 pounds	0.5 inches	5.5 inches	7.5 inches	0.5 x 7.5 x 5.5 inches									Your library	English, French	English	PN1997.2	[141705784X]	141705784X, 9781417057849	Father and child > New Jersey > Drama|Feature Films|Feature films|Human-alien encounters > New Jersey > Drama|Padres e hijos > Nueva Jersey > Teatro|Science fiction > Feature|Survival skills > Drama|Tâecnicas de supervivencia > Teatro|Video recordings for the hearing impaired	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			2933588				
203722087	Two Spirits	1	Nibley, Lydia	Director			Independentlens			3			Two Spirits by Lydia Nibley	DVD															Your library	English			[]						1	amazon.com books	[2021-07-30]			18628214				
203722099	Tomorrow Never Dies (Special Edition)	1	Brosnan, Pierce	Actor			MGM (Video & DVD) (2002), Edition: Special Edition	2002		5			Tomorrow Never Dies (Special Edition) by Pierce Brosnan (2002)	DVD	7.5 x 0.6 inches	0.25 pounds	0.6 inches	5.38 inches	7.5 inches	0.6 x 7.5 x 5.38 inches									Your library	French	English	PN1995.9 .S68	[0792842952]	0792842952, 9780792842958	James Bond films|Mass media > Corrupt practices > Drama|Spy films|Video recordings for the hearing impaired	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			1042448				
203722115	Terminator Salvation (Single-Disc Widescreen Edition)	1	Bale, Christian	Actor			Warner Home Video (2009)	2009		4			Terminator Salvation (Single-Disc Widescreen Edition) by Christian Bale (2009)	DVD	7.5 x 0.5 inches	0.25 pounds	0.5 inches	5.4 inches	7.5 inches	0.5 x 7.5 x 5.4 inches									Your library	Spanish, English	English	PN1997 .T47	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			9288255				
203722179	Africa Screams / Jack & the Beanstalk	1	Abbott, Bud	Actor			Madacy Records (1999)	1999		3			Africa Screams / Jack & the Beanstalk by Bud Abbott (1999)	DVD	7.5 x 0.6 inches	0.25 pounds	0.6 inches	5.38 inches	7.5 inches	0.6 x 7.5 x 5.38 inches									Your library	English	English		[0778603644]	0778603644, 9780778603641					1	amazon.com books	[2021-07-30]			18904480				
203722262	Star Wars: The Complete Saga (Episodes I-VI) (Packaging May Vary) [Blu-ray]	1	Hamill, Mark	Actor			20th Century Fox (2011)	2015		5			Star Wars: The Complete Saga (Episodes I-VI) (Packaging May Vary) [Blu-ray] by Mark Hamill (2015)	Blu-ray	7 x 1.25 inches	1.1 pounds	1.25 inches	5.75 inches	7 inches	1.25 x 7 x 5.75 inches									Your library	English, Portuguese	Portuguese		[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			14127031				
203722286	Steven Spielberg Presents Taken	1	Fanning, Dakota	Actor			Dreamworks Video (2006)	2003		5			Steven Spielberg Presents Taken by Dakota Fanning (2003)	DVD	7.75 x 1.75 inches	1.05 pounds	1.75 inches	5.75 inches	7.75 inches	1.75 x 7.75 x 5.75 inches									Your library	French, English	French	PN1992.77 .T25	[0783280807]	0783280807, 9780783280806		791.45	Film, Radio, and Television > Public performances > Recreational and performing arts > Television > The arts		1	amazon.com books	[2021-07-30]			10033402				
203722353	Supercop / Twin Dragons [Blu-ray]	1	Chan, Jackie	Actor			Echo Bridge Home Entertainment (2011)	2011					Supercop / Twin Dragons [Blu-ray] by Jackie Chan (2011)	Blu-ray	6.5 x 0.3 inches	0.2 pounds	0.3 inches	5.25 inches	6.5 inches	0.3 x 6.5 x 5.25 inches									Your library		English	PN1997 .S86	[]			791.4372	Film > Film, Radio, and Television > Films, screenplays > Public performances > Recreational and performing arts > Single films > The arts		1	amazon.com books	[2021-07-30]			9855901				
203722355	Goosebumps (Blu-ray DVD)	1	Black, Jack	Actor			Sony Pictures Home Entertainment (2016), Edition: Bluray	2016					Goosebumps (Blu-ray DVD) by Jack Black (2016)	Blu-ray	6.75 x 0.45 inches	0.25 pounds	0.45 inches	5.3 inches	6.75 inches	0.45 x 6.75 x 5.3 inches									Your library	English, Spanish	English	PN1997.2 .G667	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			17151492				
203722358	Inside Out (Blu-ray/DVD Combo Pack Digital Copy)	1	Poehler, Amy	Actor			Walt Disney Studios (2015), Edition: DVD   Digital Copy	2015					Inside Out (Blu-ray/DVD Combo Pack Digital Copy) by Amy Poehler (2015)	Blu-ray	6.5 x 0.5 inches	0.3 pounds	0.5 inches	5.25 inches	6.5 inches	0.5 x 6.5 x 5.25 inches									Your library	English, Spanish	French	PN1997.2 .I561	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			16707643				
203722366	Forces of Nature (Packing May Vary)	1	Bullock, Sandra	Actor			Dreamworks Video (1999), Edition: DVD Video	2011					Forces of Nature (Packing May Vary) by Sandra Bullock (2011)	DVD	7.5 x 0.6 inches	0.25 pounds	0.6 inches	5.38 inches	7.5 inches	0.6 x 7.5 x 5.38 inches									Your library	English	English	PN1995.C55 F77	[0783235380]	0783235380, 9780783235387		791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			10648467				
203722370	The Proposal (Two-Disc Deluxe Edition Digital Copy)	5	Bullock, Sandra	Actor			Touchstone Home Entertainment (2009), Edition: Deluxe Edition	2009		4			The Proposal (Two-Disc Deluxe Edition Digital Copy) by Sandra Bullock (2009)	DVD	7.75 x 0.5 inches	0.32 pounds	0.5 inches	5.5 inches	7.75 inches	0.5 x 7.75 x 5.5 inches									Your library	Spanish, English	French	PN1997 .P766	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			9351966				
203722376	I, Robot (Two-Disc All-Access Collector's Edition)	1	Smith, Will	Actor			Fox Home Entertainment (2005), Edition: All-Access Collector's Edition, 2 pages	2014		4			I, Robot (Two-Disc All-Access Collector's Edition) by Will Smith (2014)	DVD	7.75 x 0.5 inches	0.24 pounds	0.5 inches	5.5 inches	7.75 inches	0.5 x 7.75 x 5.5 inches									Your library	English, French	English	PN1997 .I27	[]		Detectives > Illinois > Chicago > Drama|Feature Films|Feature films|Homicide investigation > Illinois > Chicago > Drama|Policâia > Illinois > Chicago > Teatro|Robots > Drama|Robots > Teatro|Rock music|Science fiction > Feature|Video recordings for the hearing impaired|rock music	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			1036374				
203722381	Flight of the Navigator	1	Cramer, Joey	Actor			WALT DISNEY PICTURES (2004)	2013		5			Flight of the Navigator by Joey Cramer (2013)	DVD	7.75 x 0.5 inches	0.24 pounds	0.5 inches	5.5 inches	7.75 inches	0.5 x 7.75 x 5.5 inches									Your library	English, Spanish	English	PN1997.F54	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			1268411				
203722403	Dracula (Universal Studios Classic Monster Collection)	1	Lugosi, Bela	Actor			Universal Pictures Home Entertainment (2009), Edition: DVD	2009		3			Dracula (Universal Studios Classic Monster Collection) by Bela Lugosi (2009)	DVD	7.5 x 0.75 inches	0.25 pounds	0.75 inches	5.5 inches	7.5 inches	0.75 x 7.5 x 5.5 inches									Your library	English, French	English	PN1997	[0783227450]	0783227450, 9780783227450	Dracula, Count (Fictitious character) > Drama|English fiction > Film and video adaptations|Feature Films|Feature films|Horror films|Vampire films|Vampires > Drama	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			1363865				
203722410	Bridge of Spies DVD	1	Hanks, Tom	Actor			Walt Disney Studios (2016)	2016		5			Bridge of Spies DVD by Tom Hanks (2016)	DVD	7.5 x 0.5 inches	0.15 pounds	0.5 inches	5.25 inches	7.5 inches	0.5 x 7.5 x 5.25 inches									Your library	English, Spanish	French	PN1997.2 .B75	[]			791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts		1	amazon.com books	[2021-07-30]			16665129				
203761212	More Than Two: A Practical Guide to Ethical Polyamory	1	Veaux, Franklin	Author	Gill, Tatiana|Hardy, Janet	Illustrator|Foreword	Thorntree Press (2014), 496 pages	2014					More Than Two: A Practical Guide to Ethical Polyamory by Franklin Veaux (2014)	Ebook														Kindle	Your library	English	English	HQ980.V43	[0991399714]	0991399714, 9780991399710		306.8423	Culture and Institutions > Marriage and Parenting > Non-traditional families > Polygamy, Polyamory and Open Relationships > Social Sciences > Social sciences		1	amazon.com books	[2021-07-31]			15062936				
203761213	The End of Protest: A New Playbook for Revolution	5	White, Micah	Author			Knopf Canada (2016), Edition: 1, 318 pages	2016		4			The End of Protest: A New Playbook for Revolution by Micah White (2016)	Ebook														Kindle	Your library	English	English	HM881 .W48	[]			303.484	Causes of change > Purposefully induced change > Social Processes > Social Sciences > Social change > Social sciences		1	amazon.com books	[2021-07-31]			17389007				
203761214	Talking to My Daughter About the Economy: or, How Capitalism Works--and How It Fails	1	Varoufakis, Yanis	Author	Varoufakis, Yanis|Moe, Jacob	Translator|Translator	Farrar, Straus and Giroux (2018), 224 pages	2018		4			Talking to My Daughter About the Economy: or, How Capitalism Works--and How It Fails by Yanis Varoufakis (2018)	Ebook	224 p.; 7.8 inches	1 pound	7.7999844 inches	0.7948803 inches	5.88 inches	7.7999844 x 5.88 x 0.7948803 inches	224 							Kindle	Your library	English	English	HB501 .V363	[0374272360]	0374272360, 9780374272364		330	Economics > Economics > Social sciences		1	amazon.com books	[2021-07-31]			16238926				
203761215	The Powers That Be: Theology for a New Millennium	5	Wink, Walter	Author			Harmony (2010), 238 pages	2010		5			The Powers That Be: Theology for a New Millennium by Walter Wink (2010)	Ebook														Kindle	Your library	English	English	BS2545.P663 W562	[]		Bible. N.T. > Criticism, interpretation, etc|Powers (Christian theology) > Biblical teaching	230	Christian doctrinal theology > Christianity, Christian theology > Religions		1	amazon.com books	[2021-07-31]			232203				
203761217	How To Bottom Like A Porn Star	1	Miller, Woody	Author			Woodpecker Media (2014), 136 pages	2014		4			How To Bottom Like A Porn Star by Woody Miller (2014)	Ebook														Kindle	Your library	English	English		[0989139743]	0989139743, 9780989139748					1	amazon.com books	[2021-07-31]			17874557				
203761218	Science Set Free: 10 Paths to New Discovery	1	Sheldrake, Rupert	Author			Deepak Chopra (2012), 402 pages	2012		5			Science Set Free: 10 Paths to New Discovery by Rupert Sheldrake (2012)	Ebook														Kindle	Your library	English	English	Q175 .S5337	[]			501	General Science > Natural sciences and mathematics > Philosophy and theory		1	amazon.com books	[2021-07-31]			12138997				
203761219	When God Was A Woman	1	Stone, Merlin	Author			Doubleday (2012), 314 pages	2012		5			When God Was A Woman by Merlin Stone (2012)	Ebook														Kindle	Your library	English	English	BL458 .S76	[]		Women and religion	291.211	Comparative Religion; Mythology (No Longer Used) > Gods & Goddesses > Other Religions > Religions > Theological Conceptions and Doctrines / Comperative religion > Various Objects of Worship		1	amazon.com books	[2021-07-31]			112299				
203761220	Vaporized: Solid Strategies for Success in a Dematerialized World	1	Tercek, Robert	Author	Negroponte, Nicholas	Foreword	LifeTree (2015), 336 pages	2015		4			Vaporized: Solid Strategies for Success in a Dematerialized World by Robert Tercek (2015)	Ebook	336 p.	1 pound					336 							Kindle	Your library	English	English	T173 .T4934	[]			338.064	Economics > Effect Of Innovation > Efficiency > Production > Social sciences		1	amazon.com books	[2021-07-31]			16693004				
203761221	Occupy Money: Creating an Economy where Everybody Wins	1	Kennedy, Margrit	Author			New Society Publishers (2012), 131 pages	2012					Occupy Money: Creating an Economy where Everybody Wins by Margrit Kennedy (2012)	Ebook														Kindle, toread	Your library	English	English	HG221.K466	[]			332.4	Economics > Finance > Money > Social sciences		1	amazon.com books	[2021-07-31]			13116531				
203761222	Dumbbell Training	1	Hedrick, Allen	Author			Human Kinetics, Inc. (2014), Edition: First, 224 pages	2014					Dumbbell Training by Allen Hedrick (2014)	Ebook	224 p.; 10 inches	1.05 pounds	10 inches	0.75 inches	7 inches	10 x 7 x 0.75 inches	224 							Kindle	Your library	English	English	GV547.4 .H43	[145044458X]	145044458X, 9781450444583		613.7	Medicine and health > Personal health and safety > Physical fitness > Technology and Application of Knowledge		1	amazon.com books	[2021-07-31]			14802141				
203761223	Technopoly: The Surrender of Culture to Technology	1	Postman, Neil	Author			Vintage (2011), 199 pages	2011					Technopoly: The Surrender of Culture to Technology by Neil Postman (2011)	Ebook														Kindle, toread	Your library	English	English	T14 .P667	[]		Technology > Social aspects	303.483	Causes of change > Development of science and technology > Social Processes > Social Sciences > Social change > Social sciences		1	amazon.com books	[2021-07-31]			46821				
203761224	12 Rules for Life: An Antidote to Chaos	1	Peterson, Jordan B.	Author			Random House Canada (2018), Edition: Later prt., 409 pages	2018					12 Rules for Life: An Antidote to Chaos by Jordan B. Peterson (2018)	Ebook	409 p.; 9.24 inches	1.45 pounds	9.24 inches	1.43 inches	6.36 inches	9.24 x 6.36 x 1.43 inches	409 							Kindle, toread	Your library	English	English	BJ1589 .P48	[0345816021]	0345816021, 9780345816023		170.44	Essays; Special Topics > Ethics > Ethics -- Subdivisions > Normativity > Philosophy and Psychology		1	amazon.com books	[2021-07-31]			19389000				
203761225	Sacred Pleasure: Sex, Myth, and the Politics of the Body-	1	Eisler, Riane	Author			HarperOne (2012), Edition: 1, 933 pages	2012		5			Sacred Pleasure: Sex, Myth, and the Politics of the Body- by Riane Eisler (2012)	Ebook														Kindle	Your library	English	English	HQ12 .E47	[]		Body, Human > Religious aspects|Sex > Religious aspects|Sex customs > History	306.709	Biography And History > Culture and Institutions > Relations between the sexes, sexualities, love > Social Sciences > Social sciences		1	amazon.com books	[2021-07-31]			76901				
203761226	You Are Not a Gadget	1	Lanier, Jaron	Author			Vintage (2010), Edition: Reprint, 295 pages	2009		5			You Are Not a Gadget by Jaron Lanier (2009)	Ebook														Kindle	Your library	English	English	HM851 .L358	[]			303.4833	Causes of change > Communication, information technology > Development of science and technology > Social Processes > Social Sciences > Social change > Social sciences		1	amazon.com books	[2021-07-31]			8749061				
203761227	The Social Justice Advocate's Handbook: A Guide to Gender	5	Killermann, Sam	Author			Impetus Books (2013), Edition: 8.5.2013, 250 pages	2013					The Social Justice Advocate's Handbook: A Guide to Gender by Sam Killermann (2013)	Ebook														Kindle, toread	Your library	English	English	HQ21 .K425	[0989760200]	0989760200, 9780989760201		306.7	Culture and Institutions > Relations between the sexes, sexualities, love > Social Sciences > Social sciences		1	amazon.com books	[2021-07-31]			14241657				
